#	"-B"
Geneid	Length
ENSMUSG00000005534.9	9633
ENSMUSG00000086065.1	312
ENSMUSG00000074497.4	2963
ENSMUSG00000004568.10	8395
ENSMUSG00000069633.10	3397
ENSMUSG00000040340.11	1620
ENSMUSG00000047264.7	1999
ENSMUSG00000004567.13	3260
ENSMUSG00000004565.12	4496
ENSMUSG00000065952.11	2773
ENSMUSG00000066902.7	432
ENSMUSG00000044433.13	4295
ENSMUSG00000019470.10	4685
ENSMUSG00000084603.1	327
ENSMUSG00000087687.2	1189
ENSMUSG00000004630.16	1828
ENSMUSG00000004626.12	4159
ENSMUSG00000012705.14	1579
ENSMUSG00000013974.2	1132
ENSMUSG00000089665.1	366
ENSMUSG00000040236.3	2546
ENSMUSG00000005540.9	2241
ENSMUSG00000074491.7	2462
ENSMUSG00000089956.1	716
ENSMUSG00000084633.1	313
ENSMUSG00000031494.6	1484
ENSMUSG00000076952.1	111
ENSMUSG00000088025.1	290
ENSMUSG00000074485.1	300
ENSMUSG00000040197.4	1802
ENSMUSG00000031495.7	916
ENSMUSG00000065987.10	2115
ENSMUSG00000040165.11	1889
ENSMUSG00000097657.1	2878
ENSMUSG00000074482.4	915
ENSMUSG00000097544.1	711
ENSMUSG00000051906.12	1528
ENSMUSG00000084639.1	253
ENSMUSG00000079168.3	1088
ENSMUSG00000086805.7	2827
ENSMUSG00000011832.13	8524
ENSMUSG00000064125.12	4891
ENSMUSG00000046589.6	3878
ENSMUSG00000002948.16	5359
ENSMUSG00000089736.1	1870
ENSMUSG00000011837.3	1513
ENSMUSG00000048644.7	1224
ENSMUSG00000002949.12	3664
ENSMUSG00000087876.1	284
ENSMUSG00000040028.9	6030
ENSMUSG00000023235.11	2668
ENSMUSG00000008206.13	12268
ENSMUSG00000102201.1	214
ENSMUSG00000058748.6	1682
ENSMUSG00000048484.4	827
ENSMUSG00000097308.1	1105
ENSMUSG00000022322.7	2132
ENSMUSG00000095600.1	396
ENSMUSG00000062152.4	483
ENSMUSG00000096219.1	119
ENSMUSG00000023073.1	1629
ENSMUSG00000064507.1	119
ENSMUSG00000043192.3	1413
ENSMUSG00000093281.1	69
ENSMUSG00000088255.1	144
ENSMUSG00000092092.1	277
ENSMUSG00000093992.1	107
ENSMUSG00000098667.1	199
ENSMUSG00000098978.1	202
ENSMUSG00000077378.1	129
ENSMUSG00000099890.2	5971
ENSMUSG00000001300.13	4324
ENSMUSG00000040467.1	2101
ENSMUSG00000040459.10	1711
ENSMUSG00000098917.1	70
ENSMUSG00000079157.3	3146
ENSMUSG00000064618.1	118
ENSMUSG00000105098.1	153
ENSMUSG00000067627.2	135
ENSMUSG00000095279.1	348
ENSMUSG00000049717.8	4255
ENSMUSG00000040396.10	5191
ENSMUSG00000031497.8	930
ENSMUSG00000039057.9	6725
ENSMUSG00000096258.1	441
ENSMUSG00000038917.3	2847
ENSMUSG00000038894.6	4024
ENSMUSG00000096938.5	1849
ENSMUSG00000085573.1	677
ENSMUSG00000031502.9	6818
ENSMUSG00000031503.11	6619
ENSMUSG00000084783.1	743
ENSMUSG00000031504.5	1446
ENSMUSG00000096957.1	1856
ENSMUSG00000031505.8	3694
ENSMUSG00000056228.9	1846
ENSMUSG00000045969.7	2813
ENSMUSG00000031508.11	3950
ENSMUSG00000104958.1	43
ENSMUSG00000031509.8	1612
ENSMUSG00000093319.2	244
ENSMUSG00000031510.5	2439
ENSMUSG00000031511.12	13075
ENSMUSG00000086500.1	273
ENSMUSG00000031512.12	1110
ENSMUSG00000074473.1	1839
ENSMUSG00000101899.1	402
ENSMUSG00000089234.1	317
ENSMUSG00000047935.14	5088
ENSMUSG00000096014.1	4832
ENSMUSG00000092656.1	86
ENSMUSG00000097421.1	502
ENSMUSG00000010435.6	761
ENSMUSG00000000759.12	8568
ENSMUSG00000088641.1	104
ENSMUSG00000054910.5	2959
ENSMUSG00000074469.6	3655
ENSMUSG00000031441.13	11150
ENSMUSG00000084780.5	619
ENSMUSG00000085465.1	385
ENSMUSG00000031442.18	12760
ENSMUSG00000079146.2	702
ENSMUSG00000086770.1	848
ENSMUSG00000105030.1	130
ENSMUSG00000082682.1	204
ENSMUSG00000081951.1	270
ENSMUSG00000031443.7	1859
ENSMUSG00000031444.14	2731
ENSMUSG00000031445.4	2398
ENSMUSG00000091443.1	448
ENSMUSG00000038542.12	3084
ENSMUSG00000091784.2	922
ENSMUSG00000031446.12	6408
ENSMUSG00000098532.1	61
ENSMUSG00000031447.6	2255
ENSMUSG00000038515.9	1310
ENSMUSG00000088054.1	68
ENSMUSG00000099338.1	1422
ENSMUSG00000031448.10	1820
ENSMUSG00000038506.11	3034
ENSMUSG00000089026.2	103
ENSMUSG00000038497.6	4533
ENSMUSG00000038482.10	1700
ENSMUSG00000031449.9	1327
ENSMUSG00000031450.7	7425
ENSMUSG00000038457.14	1224
ENSMUSG00000031451.5	2593
ENSMUSG00000031452.12	1421
ENSMUSG00000031453.13	5093
ENSMUSG00000090336.1	781
ENSMUSG00000038416.12	3103
ENSMUSG00000038398.7	1402
ENSMUSG00000057116.4	2857
ENSMUSG00000047710.7	4040
ENSMUSG00000104767.1	94
ENSMUSG00000065817.1	130
ENSMUSG00000031458.7	802
ENSMUSG00000068631.7	378
ENSMUSG00000038365.7	2008
ENSMUSG00000050052.9	4694
ENSMUSG00000051978.8	1579
ENSMUSG00000074461.2	2130
ENSMUSG00000047495.13	6149
ENSMUSG00000085371.1	607
ENSMUSG00000088311.1	131
ENSMUSG00000106670.1	108
ENSMUSG00000084945.1	406
ENSMUSG00000026317.7	7606
ENSMUSG00000071176.8	9210
ENSMUSG00000090024.1	446
ENSMUSG00000055675.6	7137
ENSMUSG00000098322.1	1104
ENSMUSG00000102615.1	4097
ENSMUSG00000049008.4	1780
ENSMUSG00000031461.4	8853
ENSMUSG00000083000.1	960
ENSMUSG00000077503.1	133
ENSMUSG00000089459.1	93
ENSMUSG00000094608.1	110
ENSMUSG00000094971.1	110
ENSMUSG00000060924.12	19032
ENSMUSG00000093142.1	82
ENSMUSG00000085150.1	937
ENSMUSG00000087363.1	1344
ENSMUSG00000087892.1	120
ENSMUSG00000088320.1	110
ENSMUSG00000077675.1	131
ENSMUSG00000039842.13	7806
ENSMUSG00000077287.1	129
ENSMUSG00000087300.1	1253
ENSMUSG00000090334.1	375
ENSMUSG00000031465.6	3690
ENSMUSG00000031467.8	10783
ENSMUSG00000039814.13	4141
ENSMUSG00000088420.1	103
ENSMUSG00000053678.7	389
ENSMUSG00000053695.3	352
ENSMUSG00000053790.3	286
ENSMUSG00000080726.1	4237
ENSMUSG00000061847.2	252
ENSMUSG00000043787.7	1003
ENSMUSG00000052554.3	246
ENSMUSG00000059463.7	1740
ENSMUSG00000079842.1	436
ENSMUSG00000046354.3	204
ENSMUSG00000059230.2	454
ENSMUSG00000081163.1	420
ENSMUSG00000050756.3	323
ENSMUSG00000071169.1	174
ENSMUSG00000039785.5	207
ENSMUSG00000081901.1	285
ENSMUSG00000039775.7	275
ENSMUSG00000081154.1	204
ENSMUSG00000082710.1	418
ENSMUSG00000031471.3	287
ENSMUSG00000080894.1	477
ENSMUSG00000081094.3	718
ENSMUSG00000098798.1	80
ENSMUSG00000037790.3	306
ENSMUSG00000082650.1	520
ENSMUSG00000098476.1	90
ENSMUSG00000083218.1	2680
ENSMUSG00000081920.1	591
ENSMUSG00000087153.5	6290
ENSMUSG00000096265.1	1053
ENSMUSG00000097230.1	4010
ENSMUSG00000094614.1	4253
ENSMUSG00000096401.2	930
ENSMUSG00000071796.11	5006
ENSMUSG00000097263.1	1017
ENSMUSG00000074449.3	2522
ENSMUSG00000071793.10	4163
ENSMUSG00000095403.5	4132
ENSMUSG00000095766.1	639
ENSMUSG00000095294.1	1053
ENSMUSG00000094421.1	1011
ENSMUSG00000096890.1	383
ENSMUSG00000094534.1	1145
ENSMUSG00000095803.1	736
ENSMUSG00000094844.1	1123
ENSMUSG00000093800.1	3593
ENSMUSG00000074454.3	424
ENSMUSG00000082976.7	375
ENSMUSG00000071165.3	857
ENSMUSG00000079120.2	487
ENSMUSG00000074447.2	418
ENSMUSG00000094406.1	105
ENSMUSG00000074446.3	411
ENSMUSG00000061845.3	398
ENSMUSG00000087663.1	282
ENSMUSG00000094687.1	279
ENSMUSG00000085898.1	481
ENSMUSG00000061958.5	351
ENSMUSG00000094516.1	92
ENSMUSG00000085173.1	2621
ENSMUSG00000083509.1	183
ENSMUSG00000074444.4	398
ENSMUSG00000074443.1	419
ENSMUSG00000095431.1	105
ENSMUSG00000074442.4	377
ENSMUSG00000079116.1	418
ENSMUSG00000094321.1	279
ENSMUSG00000095328.1	282
ENSMUSG00000080722.3	168
ENSMUSG00000082957.1	2624
ENSMUSG00000074441.3	385
ENSMUSG00000094180.1	279
ENSMUSG00000074440.3	410
ENSMUSG00000074439.4	376
ENSMUSG00000083251.1	279
ENSMUSG00000082211.3	378
ENSMUSG00000074437.5	508
ENSMUSG00000095221.1	92
ENSMUSG00000084377.1	2630
ENSMUSG00000082918.3	171
ENSMUSG00000096295.1	288
ENSMUSG00000094362.1	333
ENSMUSG00000094662.1	282
ENSMUSG00000084344.1	288
ENSMUSG00000074436.2	371
ENSMUSG00000083106.1	240
ENSMUSG00000079114.3	488
ENSMUSG00000096558.1	92
ENSMUSG00000081321.1	2640
ENSMUSG00000095925.1	171
ENSMUSG00000095066.1	425
ENSMUSG00000094818.1	425
ENSMUSG00000075934.1	106
ENSMUSG00000065956.2	403
ENSMUSG00000083987.1	282
ENSMUSG00000074434.3	386
ENSMUSG00000084041.1	271
ENSMUSG00000079113.3	506
ENSMUSG00000095703.1	92
ENSMUSG00000082323.1	2559
ENSMUSG00000060070.5	372
ENSMUSG00000084366.1	282
ENSMUSG00000060208.5	397
ENSMUSG00000063206.4	375
ENSMUSG00000082859.1	276
ENSMUSG00000095813.4	282
ENSMUSG00000058618.6	503
ENSMUSG00000095507.1	92
ENSMUSG00000081668.1	2577
ENSMUSG00000096340.1	171
ENSMUSG00000064213.5	419
ENSMUSG00000084254.1	299
ENSMUSG00000044748.8	872
ENSMUSG00000082698.1	421
ENSMUSG00000058568.6	373
ENSMUSG00000006570.3	305
ENSMUSG00000044743.3	298
ENSMUSG00000047390.6	310
ENSMUSG00000045337.4	317
ENSMUSG00000048500.2	345
ENSMUSG00000058052.2	267
ENSMUSG00000044222.3	452
ENSMUSG00000079112.1	1887
ENSMUSG00000017049.4	1115
ENSMUSG00000006567.9	6505
ENSMUSG00000063362.11	4960
ENSMUSG00000037738.9	2404
ENSMUSG00000031478.14	2153
ENSMUSG00000037725.7	2601
ENSMUSG00000031479.8	3706
ENSMUSG00000031480.13	4422
ENSMUSG00000090007.1	291
ENSMUSG00000031481.7	2549
ENSMUSG00000031482.8	3451
ENSMUSG00000099825.1	547
ENSMUSG00000031533.3	1536
ENSMUSG00000031534.12	1458
ENSMUSG00000037656.8	3649
ENSMUSG00000097042.1	2309
ENSMUSG00000008892.9	1423
ENSMUSG00000031535.6	1304
ENSMUSG00000031536.5	1227
ENSMUSG00000097839.1	627
ENSMUSG00000031537.13	19078
ENSMUSG00000085199.1	475
ENSMUSG00000031538.5	2531
ENSMUSG00000031539.5	3467
ENSMUSG00000054822.5	1824
ENSMUSG00000089484.1	118
ENSMUSG00000031540.11	9180
ENSMUSG00000031543.16	13527
ENSMUSG00000106605.1	125
ENSMUSG00000083285.2	255
ENSMUSG00000086741.1	1688
ENSMUSG00000070084.3	128
ENSMUSG00000106471.1	90
ENSMUSG00000063672.7	2238
ENSMUSG00000031545.5	3944
ENSMUSG00000103925.1	851
ENSMUSG00000031546.5	1364
ENSMUSG00000015341.14	2383
ENSMUSG00000077399.1	132
ENSMUSG00000031548.7	4372
ENSMUSG00000037492.13	6037
ENSMUSG00000053979.4	854
ENSMUSG00000097654.1	1655
ENSMUSG00000056313.5	1805
ENSMUSG00000031549.13	3634
ENSMUSG00000031551.10	1825
ENSMUSG00000031552.10	2361
ENSMUSG00000031553.13	2939
ENSMUSG00000089302.1	124
ENSMUSG00000031554.15	3129
ENSMUSG00000037437.16	2993
ENSMUSG00000088736.1	103
ENSMUSG00000031555.11	4011
ENSMUSG00000031556.5	1280
ENSMUSG00000037406.6	1795
ENSMUSG00000086289.2	2034
ENSMUSG00000031557.13	5397
ENSMUSG00000065954.8	7695
ENSMUSG00000099142.1	109
ENSMUSG00000074412.4	432
ENSMUSG00000031565.15	8120
ENSMUSG00000086134.1	1157
ENSMUSG00000037363.8	2098
ENSMUSG00000043794.7	976
ENSMUSG00000054823.13	16513
ENSMUSG00000084543.1	131
ENSMUSG00000088037.1	130
ENSMUSG00000088176.1	322
ENSMUSG00000031570.14	2546
ENSMUSG00000061313.7	4267
ENSMUSG00000091514.1	2293
ENSMUSG00000037316.8	4798
ENSMUSG00000037296.6	2360
ENSMUSG00000031574.7	2787
ENSMUSG00000031575.15	5236
ENSMUSG00000031576.13	3659
ENSMUSG00000037260.7	2679
ENSMUSG00000037251.4	3601
ENSMUSG00000015994.9	1874
ENSMUSG00000037234.14	13132
ENSMUSG00000085437.5	837
ENSMUSG00000013878.15	5032
ENSMUSG00000037214.9	1328
ENSMUSG00000105292.1	89
ENSMUSG00000087981.1	259
ENSMUSG00000100335.1	568
ENSMUSG00000085795.5	3304
ENSMUSG00000031483.7	3943
ENSMUSG00000091154.2	666
ENSMUSG00000031485.12	4534
ENSMUSG00000031486.12	5775
ENSMUSG00000031487.4	1383
ENSMUSG00000031488.11	7965
ENSMUSG00000097262.1	1485
ENSMUSG00000039720.6	1355
ENSMUSG00000031489.12	2893
ENSMUSG00000031490.5	981
ENSMUSG00000071138.4	1767
ENSMUSG00000031492.10	4588
ENSMUSG00000031491.9	2904
ENSMUSG00000065367.1	107
ENSMUSG00000063932.4	1706
ENSMUSG00000074404.5	2313
ENSMUSG00000104743.1	88
ENSMUSG00000064882.1	103
ENSMUSG00000098056.1	988
ENSMUSG00000097776.1	2095
ENSMUSG00000063626.5	8922
ENSMUSG00000097044.1	1088
ENSMUSG00000039661.12	2305
ENSMUSG00000039328.9	7080
ENSMUSG00000088252.1	104
ENSMUSG00000031577.9	5039
ENSMUSG00000031578.4	1857
ENSMUSG00000046152.14	5007
ENSMUSG00000083588.1	466
ENSMUSG00000088162.1	224
ENSMUSG00000084524.1	101
ENSMUSG00000093862.1	2574
ENSMUSG00000062991.6	2103
ENSMUSG00000097928.1	4611
ENSMUSG00000089370.1	120
ENSMUSG00000065950.1	447
ENSMUSG00000079070.8	2515
ENSMUSG00000083557.1	1101
ENSMUSG00000031583.10	6372
ENSMUSG00000049184.5	2119
ENSMUSG00000048544.8	840
ENSMUSG00000009628.12	9622
ENSMUSG00000009630.9	1826
ENSMUSG00000052906.6	2817
ENSMUSG00000031584.14	2754
ENSMUSG00000088856.1	144
ENSMUSG00000049476.10	722
ENSMUSG00000031585.11	2348
ENSMUSG00000094500.2	587
ENSMUSG00000031586.14	4022
ENSMUSG00000097442.1	1400
ENSMUSG00000098166.1	304
ENSMUSG00000054618.8	1854
ENSMUSG00000031516.9	2853
ENSMUSG00000097257.1	966
ENSMUSG00000063412.3	594
ENSMUSG00000071113.3	1839
ENSMUSG00000031513.8	2879
ENSMUSG00000031532.5	1897
ENSMUSG00000098785.1	91
ENSMUSG00000100605.1	418
ENSMUSG00000080434.1	121
ENSMUSG00000095202.1	387
ENSMUSG00000098046.1	972
ENSMUSG00000056797.6	444
ENSMUSG00000100435.1	1092
ENSMUSG00000031530.6	2740
ENSMUSG00000031529.4	6444
ENSMUSG00000054247.5	1154
ENSMUSG00000097106.1	388
ENSMUSG00000046794.8	4206
ENSMUSG00000031527.6	5067
ENSMUSG00000097357.1	1611
ENSMUSG00000070056.5	6666
ENSMUSG00000088182.1	114
ENSMUSG00000104820.1	127
ENSMUSG00000055976.5	1851
ENSMUSG00000080592.1	63
ENSMUSG00000098181.1	381
ENSMUSG00000050271.10	9606
ENSMUSG00000039633.6	3930
ENSMUSG00000098154.1	1044
ENSMUSG00000088051.1	151
ENSMUSG00000039620.14	4137
ENSMUSG00000031523.14	14694
ENSMUSG00000074384.3	1957
ENSMUSG00000065277.1	102
ENSMUSG00000039539.11	3027
ENSMUSG00000081316.1	1027
ENSMUSG00000081517.1	1897
ENSMUSG00000065457.3	70
ENSMUSG00000106007.1	133
ENSMUSG00000077445.1	132
ENSMUSG00000039530.14	1511
ENSMUSG00000025044.13	3998
ENSMUSG00000031603.12	1678
ENSMUSG00000039478.13	6153
ENSMUSG00000098431.1	55
ENSMUSG00000039470.13	5528
ENSMUSG00000031601.14	5821
ENSMUSG00000031600.10	6379
ENSMUSG00000039431.14	4454
ENSMUSG00000046723.3	2870
ENSMUSG00000071937.3	2620
ENSMUSG00000046282.7	2589
ENSMUSG00000054033.5	2441
ENSMUSG00000098050.1	1014
ENSMUSG00000097474.1	3216
ENSMUSG00000031596.13	9135
ENSMUSG00000031595.9	3126
ENSMUSG00000045636.14	10078
ENSMUSG00000084960.1	3270
ENSMUSG00000086773.1	937
ENSMUSG00000085672.1	778
ENSMUSG00000031594.9	4434
ENSMUSG00000085445.1	2385
ENSMUSG00000031592.9	8380
ENSMUSG00000031591.12	3390
ENSMUSG00000031590.7	1085
ENSMUSG00000098149.1	1002
ENSMUSG00000094568.1	1077
ENSMUSG00000102046.1	1245
ENSMUSG00000095057.1	1650
ENSMUSG00000053038.7	501
ENSMUSG00000077755.1	68
ENSMUSG00000088312.1	106
ENSMUSG00000031651.4	1850
ENSMUSG00000091490.2	1467
ENSMUSG00000051176.5	1800
ENSMUSG00000084702.1	130
ENSMUSG00000063900.4	2405
ENSMUSG00000048516.2	2489
ENSMUSG00000050190.3	2320
ENSMUSG00000079058.1	2335
ENSMUSG00000080348.1	112
ENSMUSG00000102378.1	379
ENSMUSG00000092685.1	101
ENSMUSG00000088523.1	107
ENSMUSG00000070047.10	15586
ENSMUSG00000097491.1	3982
ENSMUSG00000066158.7	2395
ENSMUSG00000054764.8	1514
ENSMUSG00000031645.3	2244
ENSMUSG00000031640.9	2496
ENSMUSG00000079057.3	6246
ENSMUSG00000070044.13	5954
ENSMUSG00000031639.9	4396
ENSMUSG00000031626.14	19432
ENSMUSG00000105754.1	137
ENSMUSG00000077499.1	132
ENSMUSG00000084954.1	250
ENSMUSG00000085440.1	2474
ENSMUSG00000084994.1	622
ENSMUSG00000080378.1	126
ENSMUSG00000031636.6	1578
ENSMUSG00000071104.7	2656
ENSMUSG00000087542.1	306
ENSMUSG00000071103.7	2740
ENSMUSG00000031634.10	2566
ENSMUSG00000050914.13	1403
ENSMUSG00000031637.11	4338
ENSMUSG00000038291.14	4440
ENSMUSG00000088629.1	273
ENSMUSG00000031631.13	5157
ENSMUSG00000086279.1	492
ENSMUSG00000031633.4	2353
ENSMUSG00000074978.3	408
ENSMUSG00000092897.1	84
ENSMUSG00000071102.1	1002
ENSMUSG00000089561.1	97
ENSMUSG00000047171.7	1530
ENSMUSG00000018796.10	9449
ENSMUSG00000031629.11	3618
ENSMUSG00000038225.12	6309
ENSMUSG00000031628.8	1455
ENSMUSG00000097534.1	1317
ENSMUSG00000031627.7	2484
ENSMUSG00000038173.12	4413
ENSMUSG00000086190.1	933
ENSMUSG00000038143.12	10839
ENSMUSG00000097922.1	2310
ENSMUSG00000060559.5	2231
ENSMUSG00000092710.1	134
ENSMUSG00000038102.13	6482
ENSMUSG00000031568.14	3352
ENSMUSG00000098402.1	80
ENSMUSG00000062458.5	436
ENSMUSG00000063049.4	3019
ENSMUSG00000074357.2	1665
ENSMUSG00000038069.5	3494
ENSMUSG00000097706.1	1756
ENSMUSG00000064508.1	124
ENSMUSG00000061974.2	663
ENSMUSG00000038064.6	994
ENSMUSG00000031563.7	6546
ENSMUSG00000064519.1	113
ENSMUSG00000031562.13	3409
ENSMUSG00000031561.13	11132
ENSMUSG00000100706.4	5822
ENSMUSG00000089548.1	132
ENSMUSG00000031559.12	4474
ENSMUSG00000087769.1	63
ENSMUSG00000106349.1	145
ENSMUSG00000065337.1	139
ENSMUSG00000052825.6	992
ENSMUSG00000098231.1	966
ENSMUSG00000064682.1	191
ENSMUSG00000088678.1	116
ENSMUSG00000098878.1	62
ENSMUSG00000089068.1	62
ENSMUSG00000031521.4	1289
ENSMUSG00000039396.8	5296
ENSMUSG00000031520.5	1881
ENSMUSG00000054408.9	3466
ENSMUSG00000031519.2	1579
ENSMUSG00000089708.1	1117
ENSMUSG00000031518.6	1057
ENSMUSG00000039375.14	6571
ENSMUSG00000089719.1	706
ENSMUSG00000084498.1	119
ENSMUSG00000031517.7	3336
ENSMUSG00000046258.4	2726
ENSMUSG00000038257.8	4567
ENSMUSG00000031613.8	1719
ENSMUSG00000077585.1	132
ENSMUSG00000038215.12	2817
ENSMUSG00000038206.10	3740
ENSMUSG00000076392.1	109
ENSMUSG00000101485.1	307
ENSMUSG00000100510.4	1879
ENSMUSG00000038193.3	2235
ENSMUSG00000100348.1	443
ENSMUSG00000097910.1	2040
ENSMUSG00000031610.3	700
ENSMUSG00000031609.3	1178
ENSMUSG00000096917.1	2618
ENSMUSG00000054717.6	2692
ENSMUSG00000031608.11	5253
ENSMUSG00000077526.1	114
ENSMUSG00000070025.8	1005
ENSMUSG00000096914.1	2210
ENSMUSG00000097695.1	6621
ENSMUSG00000061864.10	1808
ENSMUSG00000090003.1	855
ENSMUSG00000085254.1	942
ENSMUSG00000049946.7	1769
ENSMUSG00000088657.1	108
ENSMUSG00000065727.1	104
ENSMUSG00000070023.5	354
ENSMUSG00000057228.5	1780
ENSMUSG00000031647.8	6837
ENSMUSG00000088040.1	108
ENSMUSG00000038005.12	1701
ENSMUSG00000004319.13	17071
ENSMUSG00000045746.3	2472
ENSMUSG00000031644.16	7886
ENSMUSG00000080956.1	373
ENSMUSG00000086681.1	677
ENSMUSG00000031642.8	5181
ENSMUSG00000099419.1	565
ENSMUSG00000056943.2	465
ENSMUSG00000031641.11	3047
ENSMUSG00000058056.13	8479
ENSMUSG00000086866.1	1493
ENSMUSG00000037921.12	6931
ENSMUSG00000031635.11	1785
ENSMUSG00000089528.1	114
ENSMUSG00000054162.13	6046
ENSMUSG00000088419.1	134
ENSMUSG00000098106.1	1002
ENSMUSG00000077153.1	131
ENSMUSG00000094443.1	3739
ENSMUSG00000053626.4	4928
ENSMUSG00000088132.1	122
ENSMUSG00000076042.1	110
ENSMUSG00000037852.7	2087
ENSMUSG00000031604.8	6144
ENSMUSG00000031605.7	3025
ENSMUSG00000089305.1	91
ENSMUSG00000025521.12	1123
ENSMUSG00000071089.2	2506
ENSMUSG00000053490.7	3624
ENSMUSG00000079042.7	3157
ENSMUSG00000074302.1	66
ENSMUSG00000074300.4	1507
ENSMUSG00000092842.1	84
ENSMUSG00000064905.1	143
ENSMUSG00000036469.14	7146
ENSMUSG00000064763.1	107
ENSMUSG00000083905.1	285
ENSMUSG00000065297.1	135
ENSMUSG00000064887.1	107
ENSMUSG00000086156.1	1772
ENSMUSG00000085109.1	2741
ENSMUSG00000025591.5	4752
ENSMUSG00000025519.5	5564
ENSMUSG00000085082.1	297
ENSMUSG00000044014.8	2314
ENSMUSG00000036437.5	3007
ENSMUSG00000014907.9	2990
ENSMUSG00000077485.1	129
ENSMUSG00000080437.1	124
ENSMUSG00000089380.1	150
ENSMUSG00000074292.4	1203
ENSMUSG00000025588.3	1347
ENSMUSG00000051147.9	1509
ENSMUSG00000030735.5	1607
ENSMUSG00000056426.3	1395
ENSMUSG00000104757.1	93
ENSMUSG00000030465.16	15304
ENSMUSG00000086883.1	231
ENSMUSG00000087266.1	942
ENSMUSG00000077545.1	131
ENSMUSG00000095306.2	897
ENSMUSG00000097609.1	3655
ENSMUSG00000053886.3	2718
ENSMUSG00000036356.12	4774
ENSMUSG00000085197.5	785
ENSMUSG00000087489.1	615
ENSMUSG00000085487.1	300
ENSMUSG00000031864.13	6706
ENSMUSG00000081745.1	622
ENSMUSG00000015568.13	6810
ENSMUSG00000036330.10	5401
ENSMUSG00000089995.1	400
ENSMUSG00000006273.12	5305
ENSMUSG00000090108.1	346
ENSMUSG00000036306.9	6993
ENSMUSG00000059897.4	1323
ENSMUSG00000079038.2	1218
ENSMUSG00000057924.4	654
ENSMUSG00000071083.1	387
ENSMUSG00000088329.1	296
ENSMUSG00000107280.1	2512
ENSMUSG00000106683.1	560
ENSMUSG00000106824.1	2507
ENSMUSG00000060427.13	2893
ENSMUSG00000091764.1	1416
ENSMUSG00000054648.7	1590
ENSMUSG00000092260.5	2299
ENSMUSG00000092544.6	1358
ENSMUSG00000043090.16	5601
ENSMUSG00000031862.10	3915
ENSMUSG00000036246.12	5552
ENSMUSG00000031861.13	5837
ENSMUSG00000031860.15	2217
ENSMUSG00000044006.8	4314
ENSMUSG00000048967.13	808
ENSMUSG00000036199.8	1243
ENSMUSG00000047654.6	1335
ENSMUSG00000036180.12	5502
ENSMUSG00000031858.13	5390
ENSMUSG00000011306.6	2287
ENSMUSG00000036151.13	1901
ENSMUSG00000007594.9	3576
ENSMUSG00000002341.8	7195
ENSMUSG00000099042.1	63
ENSMUSG00000089114.1	126
ENSMUSG00000036120.9	3676
ENSMUSG00000071078.5	1175
ENSMUSG00000002345.15	2743
ENSMUSG00000079033.7	1342
ENSMUSG00000002342.15	3673
ENSMUSG00000002346.14	5996
ENSMUSG00000002343.9	3262
ENSMUSG00000036054.13	14428
ENSMUSG00000003573.13	3440
ENSMUSG00000057788.11	2928
ENSMUSG00000055681.12	3353
ENSMUSG00000087408.7	3171
ENSMUSG00000055694.10	1349
ENSMUSG00000058301.6	4616
ENSMUSG00000031849.8	2425
ENSMUSG00000003575.11	11182
ENSMUSG00000055707.10	3069
ENSMUSG00000035964.7	1482
ENSMUSG00000007888.13	1644
ENSMUSG00000058833.9	1822
ENSMUSG00000090137.6	1498
ENSMUSG00000055553.14	3176
ENSMUSG00000019428.14	4529
ENSMUSG00000070002.6	3085
ENSMUSG00000019139.9	1836
ENSMUSG00000070003.6	1474
ENSMUSG00000049988.3	1273
ENSMUSG00000038508.7	1852
ENSMUSG00000056204.7	4882
ENSMUSG00000031848.12	1038
ENSMUSG00000071076.5	2878
ENSMUSG00000080058.1	543
ENSMUSG00000095026.1	1152
ENSMUSG00000031842.11	5545
ENSMUSG00000031840.10	2226
ENSMUSG00000035559.8	955
ENSMUSG00000031838.7	980
ENSMUSG00000031834.13	4176
ENSMUSG00000100691.1	1009
ENSMUSG00000031833.9	5334
ENSMUSG00000099031.1	58
ENSMUSG00000000791.8	2873
ENSMUSG00000002910.10	2329
ENSMUSG00000002908.13	4054
ENSMUSG00000020887.3	2302
ENSMUSG00000007721.5	911
ENSMUSG00000000792.2	2928
ENSMUSG00000045128.8	1291
ENSMUSG00000098710.1	63
ENSMUSG00000077563.1	131
ENSMUSG00000019261.2	3271
ENSMUSG00000088248.1	94
ENSMUSG00000074252.2	1633
ENSMUSG00000101854.1	483
ENSMUSG00000091388.1	192
ENSMUSG00000098594.1	107
ENSMUSG00000035439.11	5278
ENSMUSG00000004677.13	7297
ENSMUSG00000002395.12	2203
ENSMUSG00000002396.8	7133
ENSMUSG00000002393.12	2983
ENSMUSG00000034911.7	3549
ENSMUSG00000031820.8	1592
ENSMUSG00000046295.11	2558
ENSMUSG00000007950.8	1985
ENSMUSG00000034880.6	645
ENSMUSG00000074247.8	2846
ENSMUSG00000034863.7	3753
ENSMUSG00000007610.13	3984
ENSMUSG00000034845.5	2015
ENSMUSG00000046718.7	764
ENSMUSG00000031813.7	1060
ENSMUSG00000043664.6	1539
ENSMUSG00000034829.7	2777
ENSMUSG00000031808.6	2795
ENSMUSG00000031807.8	3770
ENSMUSG00000043243.13	3560
ENSMUSG00000034807.8	3179
ENSMUSG00000034799.14	12623
